sim_id,strategy,n_guesses,n_players,seed,player_memory,team_memory,round,guesses,new_items,inventory,inventory_size,n_adjacent
0,diachronic,100,2,0,0,1,17,"[{'Blue_Berry', 'Red_Berry', 'Small_Stone', 'Antler'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,18,"[{'Stone', 'Red_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,19,"[{'Blue_Berry', 'Red_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,20,"[{'Antler', 'Red_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,21,"[{'Stone', 'Red_Berry', 'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,22,"[{'Red_Berry', 'Small_Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,23,"[{'Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,24,[{'Red_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,25,"[{'Red_Berry', 'Small_Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,26,"[{'Blue_Berry', 'Small_Stone', 'Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,27,"[{'Tree', 'Red_Berry', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,28,"[{'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,29,[{'Big_Tree'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,30,"[{'Antler', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,31,"[{'Antler', 'Red_Berry', 'Small_Stone', 'Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,32,"[{'Antler', 'Red_Berry', 'Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,33,"[{'Antler', 'Blue_Berry', 'Tree'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,34,"[{'Tree', 'Red_Berry', 'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Bough""]",8,3
0,diachronic,100,2,0,0,1,35,[{'Bough'}],"[{""result"": ""Stick"", ""guess"": [""Bough""]}]","[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,36,"[{'Antler', 'Stick', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,37,"[{'Blue_Berry', 'Red_Berry', 'Stick'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,38,"[{'Tree', 'Small_Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,39,"[{'Blue_Berry', 'Stick', 'Small_Stone', 'Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,40,"[{'Stick', 'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,41,"[{'Blue_Berry', 'Red_Berry', 'Bough', 'Antler'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,42,[{'Blue_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,43,"[{'Red_Berry', 'Stick'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,44,"[{'Big_Tree', 'Antler'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,45,"[{'Blue_Berry', 'Red_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,46,[{'Red_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,47,"[{'Antler', 'Red_Berry', 'Small_Stone', 'Tree'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,48,"[{'Big_Tree', 'Blue_Berry', 'Bough', 'Antler'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,49,[{'Big_Tree'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,50,"[{'Big_Tree', 'Stone', 'Blue_Berry', 'Tree'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,51,"[{'Big_Tree', 'Antler', 'Red_Berry', 'Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,52,"[{'Big_Tree', 'Stone', 'Stick'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,53,[{'Antler'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,54,"[{'Big_Tree', 'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,55,[{'Red_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,56,[{'Blue_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,57,[{'Antler'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,58,"[{'Tree', 'Blue_Berry', 'Small_Stone', 'Antler'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,59,[{'Antler'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,60,"[{'Big_Tree', 'Blue_Berry', 'Red_Berry', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,61,"[{'Stick', 'Small_Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,62,[{'Red_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,63,[{'Antler'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,64,"[{'Tree', 'Small_Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,65,"[{'Stone', 'Stick', 'Tree'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,66,"[{'Antler', 'Stick', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,67,"[{'Big_Tree', 'Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,68,"[{'Antler', 'Red_Berry', 'Small_Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,69,"[{'Antler', 'Small_Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,70,"[{'Stone', 'Red_Berry', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,71,"[{'Big_Tree', 'Stone', 'Red_Berry', 'Blue_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,72,"[{'Big_Tree', 'Blue_Berry', 'Stick', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,73,"[{'Red_Berry', 'Stick', 'Small_Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,74,"[{'Big_Tree', 'Antler', 'Blue_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stick"", ""Bough""]",9,2
0,diachronic,100,2,0,0,1,75,[{'Small_Stone'}],"[{""result"": ""Stone_Tool1"", ""guess"": [""Small_Stone""]}]","[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,76,"[{'Stone_Tool1', 'Stone', 'Red_Berry', 'Big_Tree'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,77,[{'Red_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,78,"[{'Big_Tree', 'Stone', 'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,79,[{'Blue_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,80,"[{'Stone_Tool1', 'Stone', 'Red_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,81,"[{'Stone', 'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,82,[{'Red_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,83,[{'Stone_Tool1'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,84,"[{'Red_Berry', 'Small_Stone', 'Stick'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,85,"[{'Big_Tree', 'Antler', 'Stick', 'Stone_Tool1'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,86,"[{'Stone_Tool1', 'Blue_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,87,"[{'Big_Tree', 'Stone', 'Blue_Berry', 'Stone_Tool1'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,88,"[{'Tree', 'Red_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,89,[{'Stick'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,90,[{'Blue_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,91,"[{'Red_Berry', 'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,92,"[{'Blue_Berry', 'Small_Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,93,"[{'Big_Tree', 'Tree', 'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,94,[{'Red_Berry'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,95,"[{'Big_Tree', 'Antler', 'Red_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,96,"[{'Tree', 'Blue_Berry', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,97,"[{'Stone_Tool1', 'Stick'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,98,"[{'Small_Stone', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
0,diachronic,100,2,0,0,1,99,"[{'Antler', 'Red_Berry', 'Bough'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Small_Stone"", ""Blue_Berry"", ""Antler"", ""Red_Berry"", ""Stone_Tool1"", ""Stick"", ""Bough""]",10,2
1,diachronic,100,2,1,0,1,0,"[{'Stone', 'Antler'}]","[{""result"": ""Antler_Refined"", ""guess"": [""Stone"", ""Antler""]}]","[""Big_Tree"", ""Tree"", ""Stone"", ""Blue_Berry"", ""Antler_Refined"", ""Antler"", ""Red_Berry""]",7,2
1,diachronic,100,2,1,0,1,1,"[{'Antler', 'Blue_Berry', 'Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Blue_Berry"", ""Antler_Refined"", ""Antler"", ""Red_Berry""]",7,2
1,diachronic,100,2,1,0,1,2,[{'Big_Tree'}],[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Blue_Berry"", ""Antler_Refined"", ""Antler"", ""Red_Berry""]",7,2
1,diachronic,100,2,1,0,1,3,"[{'Antler', 'Antler_Refined'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Blue_Berry"", ""Antler_Refined"", ""Antler"", ""Red_Berry""]",7,2
1,diachronic,100,2,1,0,1,4,"[{'Blue_Berry', 'Red_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Blue_Berry"", ""Antler_Refined"", ""Antler"", ""Red_Berry""]",7,2
1,diachronic,100,2,1,0,1,5,"[{'Tree', 'Red_Berry'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Blue_Berry"", ""Antler_Refined"", ""Antler"", ""Red_Berry""]",7,2
1,diachronic,100,2,1,0,1,6,"[{'Big_Tree', 'Stone', 'Red_Berry', 'Antler_Refined'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Blue_Berry"", ""Antler_Refined"", ""Antler"", ""Red_Berry""]",7,2
1,diachronic,100,2,1,0,1,7,"[{'Big_Tree', 'Antler'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Blue_Berry"", ""Antler_Refined"", ""Antler"", ""Red_Berry""]",7,2
1,diachronic,100,2,1,0,1,8,"[{'Antler', 'Tree', 'Stone'}]",[],"[""Big_Tree"", ""Tree"", ""Stone"", ""Blue_Berry"", ""Antler_Refined"", ""Antler"", ""Red_Berry""]",7,2
